City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
192,Porangatu,BR,2020-10-12 19:27:14,-13.44,-49.15,98.02,28,71,3.56
193,Tiksi,RU,2020-10-12 19:27:14,71.69,128.87,9.12,93,21,6.04
194,Cap Malheureux,MU,2020-10-12 19:27:14,-19.98,57.61,73.0,79,0,4.0
195,Hutchinson,US,2020-10-12 19:27:14,38.06,-97.93,72.0,17,1,4.7
196,Ternate,ID,2020-10-12 19:27:14,0.8,127.4,80.53,79,100,8.28
197,Kathmandu,NP,2020-10-12 19:23:16,27.72,85.32,69.8,88,40,2.24
198,Lufilufi,WS,2020-10-12 19:27:14,-13.87,-171.6,86.0,70,75,20.51
199,Cayenne,GF,2020-10-12 19:27:14,4.93,-52.33,89.6,55,0,14.99
200,Lavrentiya,RU,2020-10-12 19:27:14,65.58,-171.0,31.35,93,88,14.18
201,Solwezi,ZM,2020-10-12 19:27:14,-12.17,26.39,63.79,92,99,1.3
202,Chokurdakh,RU,2020-10-12 19:27:14,70.63,147.92,16.61,97,74,3.38
203,Kuito,AO,2020-10-12 19:27:15,-12.38,16.93,69.58,23,0,0.58
204,Deputatskiy,RU,2020-10-12 19:27:15,69.3,139.9,9.55,98,98,2.15
205,Ivanava,BY,2020-10-12 19:27:15,52.15,25.54,55.53,83,100,10.56
206,Colorado,BR,2020-10-12 19:23:45,-22.84,-51.97,90.25,27,0,4.61
207,Isangel,VU,2020-10-12 19:27:15,-19.55,169.27,75.96,81,100,13.94
208,Nuristan,AF,2020-10-12 19:27:15,35.3,70.83,28.29,97,95,3.04
209,Gazanjyk,TM,2020-10-12 19:27:15,39.24,55.52,54.45,35,0,12.82
210,Chapais,CA,2020-10-12 19:27:15,49.78,-74.85,50.0,39,1,13.87
211,Iquique,CL,2020-10-12 19:27:15,-20.22,-70.14,66.2,59,96,9.17
212,Eyl,SO,2020-10-12 19:27:15,7.98,49.82,79.5,81,97,11.21
213,Cockburn Town,TC,2020-10-12 19:27:16,21.46,-71.14,86.0,70,40,13.87
214,Provideniya,RU,2020-10-12 19:27:16,64.38,-173.3,31.15,90,100,11.99
215,Port Macquarie,AU,2020-10-12 19:27:16,-31.43,152.92,57.2,93,5,2.24
216,Dalvik,IS,2020-10-12 19:27:16,65.97,-18.53,41.0,75,36,10.29
217,Esperance,AU,2020-10-12 19:27:16,-33.87,121.9,50.0,100,1,9.17
218,Quatre Cocos,MU,2020-10-12 19:27:16,-20.21,57.76,73.0,88,20,5.82
219,Piste,MX,2020-10-12 19:27:16,20.7,-88.58,96.17,42,9,3.42
220,Saint-Marc-Des-Carrieres,CA,2020-10-12 19:27:16,46.68,-72.05,53.01,40,1,6.93
221,Fortuna,US,2020-10-12 19:23:02,40.6,-124.16,73.99,68,1,9.17
222,Talaya,RU,2020-10-12 19:27:16,61.38,152.75,31.87,87,100,4.63
223,Mar Del Plata,AR,2020-10-12 19:24:40,-38.0,-57.56,60.8,72,20,10.29
224,Kavieng,PG,2020-10-12 19:27:17,-2.57,150.8,82.45,70,1,3.8
225,Iqaluit,CA,2020-10-12 19:24:45,63.75,-68.51,30.2,68,75,21.92
226,Myitkyina,MM,2020-10-12 19:27:17,25.38,97.4,74.57,75,0,1.41
227,Timberlake,US,2020-10-12 19:27:17,37.32,-79.26,66.99,88,90,9.17
228,Unguia,CO,2020-10-12 19:27:17,8.04,-77.09,87.21,72,100,1.97
229,Abha,SA,2020-10-12 19:25:47,18.22,42.51,68.0,24,0,5.37
230,Prainha,BR,2020-10-12 19:27:17,-1.8,-53.48,96.33,34,91,6.31
231,Ribeira Grande,PT,2020-10-12 19:27:17,38.52,-28.7,69.8,68,40,12.75
232,Half Moon Bay,US,2020-10-12 19:23:30,37.46,-122.43,77.0,53,1,14.99
233,Fairbanks,US,2020-10-12 19:25:02,64.84,-147.72,28.4,53,90,8.05
234,Dawson Creek,CA,2020-10-12 19:26:05,55.77,-120.24,46.4,49,20,16.11
235,Moengo,SR,2020-10-12 19:27:18,5.62,-54.4,90.43,51,46,6.98
236,Nikolskoye,RU,2020-10-12 19:27:18,59.7,30.79,48.99,87,100,2.24
237,Tazovskiy,RU,2020-10-12 19:27:18,67.47,78.7,36.01,97,100,13.76
238,Grand Gaube,MU,2020-10-12 19:27:18,-20.01,57.66,73.0,79,0,4.0
239,Saskylakh,RU,2020-10-12 19:27:18,71.92,114.08,17.31,96,100,8.19
240,Miramar,US,2020-10-12 19:23:56,25.99,-80.23,90.0,55,40,4.7
241,Nelson Bay,AU,2020-10-12 19:27:18,-32.72,152.15,57.0,93,75,5.41
242,Auckland,NZ,2020-10-12 19:22:41,-36.87,174.77,62.01,93,100,11.41
243,Malakal,SS,2020-10-12 19:27:18,9.53,31.66,76.23,75,5,1.5
244,Andrychow,PL,2020-10-12 19:27:19,49.85,19.34,42.01,3,100,5.99
245,Shimoda,JP,2020-10-12 19:27:19,34.67,138.95,61.0,95,1,3.98
246,Slave Lake,CA,2020-10-12 19:27:19,55.28,-114.77,41.0,75,90,23.04
