City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Nichinan,JP,31.6,131.37,65.41,79,9,7.58,clear sky
340,Isangel,VU,-19.55,169.27,77.18,82,99,8.1,overcast clouds
341,Develi,TR,38.39,35.49,55.4,47,0,2.19,clear sky
342,Korla,CN,41.76,86.15,49.66,45,0,6.44,clear sky
343,Tevriz,RU,57.51,72.4,49.42,79,100,10.45,overcast clouds
344,Lovozero,RU,68.0,35.01,32.49,97,100,4.94,overcast clouds
345,Chiman,PK,32.55,73.81,69.8,77,0,2.53,smoke
346,Ulkan,RU,57.24,107.32,31.6,97,100,8.66,overcast clouds
347,Gaoual,GN,11.75,-13.2,77.9,84,46,1.01,light rain
348,Del Rio,US,29.36,-100.9,93.2,36,1,12.75,clear sky
349,Faya,SA,18.39,42.45,64.4,72,0,6.17,clear sky
350,Cururupu,BR,-1.83,-44.87,83.89,63,75,6.38,broken clouds
351,Copiapo,CL,-27.37,-70.33,64.4,52,0,13.87,clear sky
352,Sangar,RU,63.92,127.47,16.25,96,100,6.2,snow
353,Osmena,PH,10.52,119.93,80.94,77,100,5.12,light rain
354,Kelvington,CA,52.17,-103.53,35.42,66,51,16.87,broken clouds
355,Gorodishche,RU,48.8,44.47,57.2,44,98,11.18,overcast clouds
356,Wajir,KE,1.75,40.06,85.39,50,3,19.73,clear sky
357,Toronto,CA,43.7,-79.42,63.0,51,1,11.41,clear sky
358,Nyurba,RU,63.28,118.33,18.59,97,52,6.29,broken clouds
359,Hailun,CN,47.45,126.93,29.53,87,9,6.6,clear sky
360,Santiago Del Estero,AR,-27.8,-64.26,69.3,62,96,12.03,overcast clouds
361,Jackson,US,42.42,-122.83,66.99,48,1,2.55,clear sky
362,Salalah,OM,17.02,54.09,78.8,94,40,3.36,scattered clouds
